客户ID,年龄,性别,城市,职业,资产总额(AUM),存款,理财,基金,保险,信托,月均交易次数,月均交易金额,客户等级,持有产品数,持有产品,近12月资产,是否高价值客户
C10090,60,女,北京,高管,6409182.58,1972665.19,1697780.59,324677.39,564891.77,898746.33,3,77905.44,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"7035185.65,6595102.45,5958882.11,6441353.64,6427175.49,6651964.82,6446165.84,6601738.78,7069531.06,6575489.93,6122175.05,7630763.14",1
C10091,65,女,上海,白领,2440896.89,133787.86,181878.25,130836.03,99151.55,120853.57,13,45775.8,金卡客户,5,存款|理财产品|基金|保险|信托,"2187788.91,2164667.04,1833588.34,2065268.44,2232860.56,2084624.47,1970712.61,2195987.52,1860236.07,1762551.93,1861559.25,1934823.79",0
C10092,19,男,重庆,白领,2232647.86,726917.68,304318.0,351780.03,83182.97,315009.12,1,225285.61,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"1563123.31,1618899.63,1600912.19,1654220.09,1660063.79,1682218.76,1736706.25,1705792.92,1763152.27,1762347.73,1781906.93,1821454.83",0
C10093,50,女,南京,企业主,1397445.61,321764.62,224522.2,124682.18,74160.17,231572.28,2,168393.59,金卡客户,5,存款|理财产品|基金|保险|信托,"1010457.52,986555.68,1039077.03,1174288.77,1057930.38,1031370.15,1093661.54,1078362.19,1080539.86,1094299.96,1166625.06,1024031.86",0
C10094,52,男,南京,高管,1393263.24,150262.84,832.67,250348.37,153064.12,143487.54,5,83035.68,金卡客户,6,存款|理财产品|基金|保险|信托|贵金属,"1181671.01,1148620.88,1158718.25,1181579.8,1195888.81,1132002.39,1123882.01,1182485.18,1154798.46,1130806.36,1150710.38,1095192.84",0
C10095,45,女,成都,退休,3251363.23,295943.53,328914.32,116107.78,337527.42,134120.11,2,210884.43,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"2488628.78,2324285.72,2735099.67,2515134.06,2135031.35,2407951.54,2431828.7,2208223.49,2204769.95,2160802.93,1725068.94,1996803.53",0
C10096,41,男,重庆,自由职业,12832946.81,2736092.24,291435.17,1244237.9,1546763.41,2314483.63,5,1101664.02,钻石客户,6,存款|理财产品|基金|保险|信托|外汇,"8583858.71,7126133.57,8513839.44,7893218.33,7648146.15,8002900.68,8290782.81,8118487.36,7314371.57,9029045.79,9285053.0,9005327.12",1
C10097,27,男,北京,白领,2189310.54,160393.63,503441.84,319482.58,256792.98,329161.52,33,268016.03,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"1863083.38,1911502.36,1992006.67,2049594.02,2127958.35,2231858.83,2274578.83,2327000.42,2464136.74,2509782.85,2539671.11,2575231.35",0
C10098,30,男,广州,高管,8858364.09,1760137.41,2412589.23,1122929.74,249700.07,136368.61,2,1107794.53,白金客户,6,存款|理财产品|基金|保险|信托|国债,"8662124.96,6919902.96,8394894.91,7252115.61,7362669.3,7113429.57,8110436.63,6788491.16,8038104.85,8277477.19,7967382.27,8059007.86",1
C10099,56,男,北京,白领,764550.24,46562.78,59537.77,6436.83,100827.25,0.0,1,33697.96,银卡客户,5,存款|理财产品|基金|保险|外汇,"584505.75,569651.37,587450.17,658246.88,630949.36,692709.97,763864.39,715226.67,794747.8,826043.17,844278.71,864273.87",0
C10100,63,女,广州,白领,774346.0,101599.12,3340.86,147968.5,72448.94,0.0,10,68820.27,银卡客户,4,存款|理财产品|基金|保险,"688831.0,748148.2,689758.63,689800.43,759056.35,848634.34,867003.53,894628.63,970319.42,934633.75,1049128.43,1140283.81",0
C10101,53,女,成都,企业主,66631996.82,12033266.63,18824045.24,2787833.31,5000992.35,9206995.79,4,7169537.08,钻石客户,8,存款|理财产品|基金|保险|信托|贵金属|外汇|国债,"56418125.88,60515298.41,60678682.91,61368873.92,62766052.4,65166315.55,65937363.43,66915666.92,66470064.91,73147082.05,69318313.29,71886224.94",1
C10102,20,女,成都,退休,3028004.07,527549.86,47227.19,24030.06,192279.08,51212.86,18,404565.79,金卡客户,5,存款|理财产品|基金|保险|信托,"2936567.61,3031471.3,2741644.37,2881409.45,2964732.44,2795084.51,2864589.77,2674286.34,2714021.06,2695210.34,2581885.91,2666433.81",0
C10103,21,男,北京,高管,554878.04,91104.8,49836.38,32253.12,10793.4,0.0,4,25471.58,银卡客户,5,存款|理财产品|基金|保险|国债,"386435.09,390628.03,393201.59,421761.66,448821.76,456642.58,472938.08,480188.93,497288.39,524949.5,533050.69,569981.43",0
C10104,32,男,广州,白领,1985315.03,138858.0,249320.19,227532.7,215904.82,228028.35,22,259497.38,金卡客户,5,存款|理财产品|基金|保险|信托,"2025457.31,2057015.59,2047570.94,2234626.2,2454253.16,2520316.75,2529929.5,2709179.58,2727018.76,2748195.38,2924951.64,3228397.53",0
C10105,40,男,上海,自由职业,3122368.36,789210.02,458636.38,503283.04,107640.55,345123.04,2,193912.36,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"2128359.49,2080844.51,2122994.49,2091523.39,2104245.15,2123320.55,2079924.3,2044470.04,2068136.1,2159123.47,2100607.38,2048372.3",0
C10106,51,男,南京,高管,8054282.95,2866721.63,603271.32,530067.15,789.39,1402522.95,12,926542.21,白金客户,6,存款|理财产品|基金|保险|信托|贵金属,"5604513.93,4955871.02,4999596.65,5327243.76,5769182.91,6113341.63,5503685.25,5643558.65,5276003.64,6561933.72,5366679.0,6432978.71",1
C10107,39,男,北京,高管,6466046.61,2384108.98,989021.94,810317.92,48731.05,45147.95,1,563596.11,白金客户,6,存款|理财产品|基金|保险|信托|国债,"3970381.09,3895483.56,3949377.21,4023684.88,4255944.83,4123739.31,4372695.45,4206326.43,4353858.99,4322256.46,4498252.1,4352160.01",1
C10108,56,男,北京,企业主,8056702.34,1882508.71,1873773.17,472174.32,417035.55,48507.59,8,1133164.81,白金客户,6,存款|理财产品|基金|保险|信托|贵金属,"5970115.54,6236059.32,6566034.03,6146497.98,6397230.25,7547781.87,7848538.35,7188771.08,7405538.78,8242838.03,8260533.26,8590486.32",1
C10109,26,女,苏州,高管,5448608.76,448563.17,266095.32,810770.47,122979.68,1054933.89,6,395242.26,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"4967660.91,4914581.43,5191238.49,5394241.2,5544461.56,5200560.44,5206286.09,5437861.16,6009598.06,6463572.04,6166144.59,6977612.03",1
C10110,37,男,深圳,白领,1215672.95,111795.57,268028.84,161518.84,52507.1,119821.49,16,85994.45,金卡客户,7,存款|理财产品|基金|保险|信托|贵金属|外汇,"1051845.63,1211908.21,1192075.71,1201476.43,1278518.21,1244692.45,1217768.94,1083441.21,1138108.67,1203002.2,1223419.22,1140743.03",0
C10111,80,男,苏州,高管,4946778.99,303510.64,977559.17,658282.57,76624.38,170687.5,3,442817.85,金卡客户,5,存款|理财产品|基金|保险|信托,"4184095.61,4576012.58,4738064.15,5609902.7,5091532.86,4358508.17,5046772.94,4259699.32,5257421.69,4653906.89,4789568.58,5324025.56",0
C10112,25,女,广州,高管,482662.26,102972.42,69812.09,101468.72,16017.54,0.0,24,60481.11,银卡客户,4,存款|理财产品|基金|保险,"453248.17,476043.22,527991.23,452405.99,429867.25,402206.23,426577.42,438200.3,429345.41,483458.71,435183.23,407865.04",0
C10113,34,男,成都,自由职业,1042016.19,181449.58,172140.05,105037.25,130300.58,169780.08,9,99675.46,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"748519.08,789087.07,733727.88,776481.22,815161.87,793496.24,811317.68,799278.06,762970.57,851725.94,922704.13,853303.34",0
C10114,48,女,深圳,白领,5657868.79,1334990.59,1149856.72,606039.65,620806.65,932950.33,9,484548.45,白金客户,5,存款|理财产品|基金|保险|信托,"5371782.47,6339971.43,4433058.59,5680219.63,4746567.85,5314655.12,5354486.42,5943144.1,5099405.74,5841799.62,4889723.03,5830566.19",1
C10115,37,男,苏州,企业主,40246281.23,3708117.38,11331700.08,1822988.3,3759526.29,1792376.82,21,2133467.38,钻石客户,8,存款|理财产品|基金|保险|信托|贵金属|外汇|国债,"25475044.38,26768023.48,25480823.98,28238297.08,27277663.51,27309942.69,27424244.49,28514392.76,29101928.21,28347574.44,28891769.82,29635147.36",1
C10116,42,女,广州,企业主,5768124.66,1091268.88,1685100.65,784751.43,238142.09,818426.36,11,360283.27,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"5344327.23,5665122.0,5704287.24,5715943.67,6124213.44,6528239.24,6561542.56,6909938.55,7072057.86,7156453.04,7600457.52,8067010.35",1
C10117,18,男,杭州,白领,766088.04,78322.78,61633.55,69153.76,46936.94,0.0,11,80559.99,银卡客户,6,存款|理财产品|基金|保险|贵金属|外汇,"692636.73,656903.18,653065.36,682875.85,638716.87,599027.32,675754.64,601067.48,658366.02,671111.35,617158.84,670671.71",0
C10118,52,男,南京,专业人士,1096000.06,85959.69,326360.91,42799.22,162496.42,214219.77,13,99618.72,金卡客户,5,存款|理财产品|基金|保险|信托,"970517.68,963739.66,875678.63,940027.94,978439.18,977537.6,994976.11,996040.65,1043910.53,969897.03,988939.3,994297.39",0
C10119,57,女,北京,企业主,3752585.88,968109.52,679011.79,640315.42,323862.71,322018.68,18,182485.16,金卡客户,5,存款|理财产品|基金|保险|信托,"2647782.44,2503530.41,2589710.42,2994334.53,2984482.93,2919789.36,2927941.73,2738550.31,2966238.97,3524248.07,3083326.77,3399807.78",0
C10120,60,女,北京,自由职业,351846.14,88633.01,59523.88,44005.27,3662.41,0.0,8,20313.56,银卡客户,5,存款|理财产品|基金|保险|国债,"300062.35,320659.37,316377.31,321509.38,327792.89,317891.03,314856.95,300016.93,302646.38,330504.44,334311.61,310062.32",0
C10121,45,女,广州,白领,226020.34,21946.96,6402.18,46985.01,31136.48,0.0,15,22821.35,普通客户,5,存款|理财产品|基金|保险|贵金属,"204225.38,206492.09,203721.9,199226.01,196780.62,195453.49,190256.54,189843.4,183119.03,187164.2,179964.9,184135.71",0
C10122,40,男,北京,高管,5272534.85,1083169.76,841293.73,1151546.03,787375.76,614476.45,4,278411.74,白金客户,5,存款|理财产品|基金|保险|信托,"4039164.67,3832501.6,3533956.61,3935765.62,3887995.51,3738864.86,3664740.9,3917181.95,3513307.07,3230323.62,3532141.22,3835440.48",1
C10123,29,女,上海,企业主,78657980.23,6301389.51,1345686.56,2074278.34,6909171.67,8563413.88,3,3360560.81,钻石客户,8,存款|理财产品|基金|保险|信托|贵金属|外汇|国债,"64456624.04,61955590.03,69234738.71,69346177.63,72712733.94,69930289.27,71930671.65,76146090.44,79438088.5,83907220.05,84293452.92,84990274.54",1
C10124,29,女,广州,白领,6940310.94,1450277.09,858404.85,1621829.06,261176.84,167188.4,11,436528.14,白金客户,6,存款|理财产品|基金|保险|信托|贵金属,"4642127.07,3973303.73,4604671.51,4642222.76,5025729.48,5168629.47,5737612.4,6107643.8,5256587.12,6550199.21,5680640.8,6186824.39",1
C10125,52,女,上海,公务员,14408437.99,2744974.9,1461380.47,456834.02,846659.52,468737.65,45,1625433.1,钻石客户,7,存款|理财产品|基金|保险|信托|贵金属|外汇,"12748506.39,12227956.79,12590298.89,13671502.21,14707281.3,14849596.92,14411286.47,15513075.82,16613170.02,17295690.39,19253570.04,17950791.61",1
C10126,52,女,北京,公务员,15084031.67,4080722.22,3749828.0,2954469.91,626898.2,2838453.26,11,1377026.25,钻石客户,5,存款|理财产品|基金|保险|信托,"13528290.91,14489307.67,15398753.8,15945073.27,16544441.94,17291047.45,18554697.29,19181875.37,19957532.13,20947866.47,22092081.97,22937035.05",1
C10127,23,男,重庆,白领,188271.88,62115.45,31329.59,38874.96,17832.89,0.0,21,22558.13,普通客户,4,存款|理财产品|基金|保险,"158025.71,164716.48,166138.46,166422.11,161889.6,172198.82,173203.4,180362.49,178700.2,186735.24,189728.0,193893.69",0
C10128,36,男,杭州,公务员,1840652.53,338633.01,463373.2,66873.99,139621.8,22839.34,8,164264.58,金卡客户,5,存款|理财产品|基金|保险|信托,"1129284.29,1127876.66,1090532.65,1089740.8,1083454.04,1060493.89,1049989.92,1038049.34,1024548.98,1013057.46,983153.14,975153.35",0
C10129,25,女,南京,自由职业,1062698.31,259464.31,24471.2,1112.5,106870.42,136412.1,2,71743.22,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"781633.12,780932.13,756289.18,777462.09,738350.69,743503.04,753431.98,753291.86,715460.85,763233.7,711015.11,700054.08",0
C10130,52,女,上海,专业人士,1663208.89,321640.49,488095.59,75215.25,199375.0,111166.46,4,151302.72,金卡客户,5,存款|理财产品|基金|保险|信托,"1070439.75,1093385.99,1051911.72,1138996.02,1109551.22,1173949.77,1261211.76,1250712.9,1274463.9,1331449.18,1415983.93,1374940.69",0
C10131,29,女,杭州,高管,81610490.0,10081957.34,18173139.61,514127.62,4343700.24,12734707.31,1,7258845.76,钻石客户,8,存款|理财产品|基金|保险|信托|贵金属|外汇|国债,"70567276.29,77175076.46,77648636.5,76062123.91,86213524.31,97435115.86,82994626.21,92976045.4,98562580.47,99538496.59,101720634.8,100247861.15",1
C10132,48,女,深圳,退休,993683.24,361503.09,58516.31,5605.49,128433.29,0.0,18,92981.26,银卡客户,4,存款|理财产品|基金|保险,"963135.25,960271.16,984093.96,1000253.71,1015211.73,1105366.58,1109361.68,1143821.75,1097617.84,1148276.6,1141612.26,1178053.25",0
C10133,31,男,武汉,企业主,27028111.12,10175098.09,163286.41,1039120.77,3592730.43,2478578.13,24,2406655.7,钻石客户,7,存款|理财产品|基金|保险|信托|贵金属|外汇,"27268316.04,27631209.75,27992381.87,28949214.73,32097669.46,31357800.71,32946489.9,32650692.61,33672158.15,36228555.34,35327428.14,37194483.98",1
C10134,45,女,广州,白领,2747021.92,873691.76,569997.97,663157.86,162165.77,71816.67,24,248628.78,金卡客户,5,存款|理财产品|基金|保险|信托,"2235706.71,2105204.67,2039152.11,2172156.78,2255256.84,2412566.28,2468486.59,2696994.73,2492599.06,2450261.13,2563160.09,2780792.94",0
C10135,34,男,上海,专业人士,2873090.79,447809.16,740135.3,615725.58,329536.74,84293.68,9,306401.34,金卡客户,5,存款|理财产品|基金|保险|信托,"2261275.8,2280512.07,2455740.82,2510226.11,2665238.31,2471531.98,2746344.2,2798792.35,2790720.62,2911991.25,3057121.11,3114909.18",0
C10136,27,女,上海,企业主,10933704.6,2366234.09,2785136.08,1047987.77,275986.26,1829082.37,1,1212042.26,钻石客户,5,存款|理财产品|基金|保险|信托,"10313131.22,11312440.96,11617206.09,11922501.86,11634836.76,11929114.15,12945942.66,13795959.51,13597305.79,14902600.08,15680700.04,14804729.24",1
C10137,32,女,上海,白领,599453.98,32220.86,97877.17,146233.62,33192.02,0.0,5,35971.39,银卡客户,4,存款|理财产品|基金|保险,"565943.93,576676.49,614230.43,641673.13,564028.69,569506.66,609244.43,650178.82,657718.16,682528.8,633620.16,614833.09",0
C10138,57,男,广州,退休,951393.99,379137.22,124231.78,218985.07,49237.04,0.0,1,9544.18,银卡客户,4,存款|理财产品|基金|保险,"630878.52,630361.04,621663.28,603609.3,604123.16,578451.36,593546.16,598387.27,564471.14,566083.34,568023.89,570122.38",0
C10139,38,男,深圳,白领,8720875.06,3079449.87,25928.98,1696311.16,602700.02,1724710.96,7,677197.67,白金客户,6,存款|理财产品|基金|保险|信托|国债,"7254245.89,7182067.05,7123611.72,7961006.89,8363299.12,9564224.46,8969294.18,9575420.75,10578871.95,10318824.9,11193748.51,11262839.11",1
C10140,58,女,深圳,专业人士,1793112.59,156682.62,512867.61,26998.42,80058.07,106893.25,2,214532.65,金卡客户,7,存款|理财产品|基金|保险|信托|贵金属|国债,"1113527.74,1180394.26,1261188.39,1295928.97,1325618.0,1401549.13,1449373.77,1519455.38,1577029.5,1650490.55,1732623.21,1776375.39",0
C10141,29,男,广州,退休,2849295.22,309571.05,265248.14,358544.72,340394.14,421393.23,3,285997.47,金卡客户,7,存款|理财产品|基金|保险|信托|贵金属|国债,"2135994.34,2170081.63,2193367.12,2193935.23,2228304.19,2222071.31,2293086.64,2261835.38,2330435.0,2277851.62,2328567.59,2350844.79",0
C10142,49,女,北京,专业人士,6980309.62,1115426.21,1331100.35,621173.87,155493.5,832704.97,4,199061.82,白金客户,7,存款|理财产品|基金|保险|信托|贵金属|外汇,"6398163.71,6498246.75,6087249.3,6335133.66,6025229.3,6488494.12,6993526.17,7425947.21,6735384.49,7153173.2,7389112.21,7116080.42",1
C10143,53,男,北京,企业主,3822870.91,199234.52,554920.55,117789.78,176432.62,708041.23,5,124767.95,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"2917436.38,3284933.27,3229993.79,3314451.26,3575419.78,4024844.66,4148986.54,4208871.15,4112638.57,4498844.14,4764686.15,4943199.72",0
C10144,18,女,深圳,公务员,544964.01,94320.98,148701.35,77515.07,62303.66,0.0,4,38538.33,银卡客户,4,存款|理财产品|基金|保险,"567248.65,558816.33,570046.68,552390.34,579909.51,652982.31,581071.12,679782.46,630778.28,700205.57,625703.73,707229.81",0
C10145,33,男,上海,专业人士,1804961.72,226723.05,523766.24,322693.32,259138.76,154181.65,39,138104.93,金卡客户,5,存款|理财产品|基金|保险|信托,"1282791.94,1251296.96,1297999.39,1336952.04,1334222.31,1320963.73,1388852.47,1383813.92,1339835.72,1419685.71,1401601.95,1435660.78",0
C10146,60,女,广州,公务员,820222.52,286332.78,83663.78,178326.56,10843.48,0.0,12,29080.56,银卡客户,5,存款|理财产品|基金|保险|外汇,"674567.29,694113.12,671090.36,724523.51,749546.55,762922.21,770695.69,796206.5,812970.57,803307.19,853487.42,865410.33",0
C10147,34,男,杭州,退休,1307818.69,347903.29,380504.17,237902.4,180989.77,199367.04,2,121418.38,金卡客户,5,存款|理财产品|基金|保险|信托,"1112416.38,1007926.5,1160104.62,1119328.5,1263506.96,1140646.03,1110229.13,1190302.65,1129885.88,1288449.69,1160704.01,1287045.76",0
C10148,18,女,北京,退休,1080029.68,333980.01,157150.15,23059.45,157543.07,111893.33,1,83907.22,金卡客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"1023965.91,1044190.77,1004025.53,1002937.51,980802.6,1021817.9,985430.51,974886.8,946405.67,979531.97,964656.8,1014924.5",0
C10149,72,男,广州,企业主,1646213.57,639053.53,479084.92,356022.95,148354.83,230754.92,5,82193.49,金卡客户,5,存款|理财产品|基金|保险|信托,"1528616.98,1484859.64,1530380.6,1591255.06,1448181.64,1425734.63,1493580.53,1538858.82,1438445.93,1484822.15,1548482.07,1404051.5",0
C10150,48,女,杭州,企业主,3057615.0,972998.91,372799.59,672551.27,297513.41,549911.4,2,163144.67,金卡客户,6,存款|理财产品|基金|保险|信托|贵金属,"2681236.8,2654734.9,2766187.48,2704671.31,2592569.46,2670411.45,2663955.47,2610327.19,2678272.57,2669855.3,2668363.68,2668449.44",0
C10151,67,女,北京,企业主,21634008.31,1738234.13,3494085.55,4939204.66,1259010.87,3589366.82,5,621272.29,钻石客户,5,存款|理财产品|基金|保险|信托,"17536620.36,17200932.7,20491553.5,20242423.59,20174233.76,20509588.54,19228325.29,18673757.8,18273402.3,18225097.49,21613084.68,19290591.0",1
C10152,60,男,苏州,高管,2521568.62,793455.14,297864.18,383411.68,168153.39,374387.35,5,84530.06,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"2019381.78,2262320.27,2324408.49,2450215.37,2446748.45,2585917.1,2574570.52,2788563.38,2922406.58,3047095.48,3165990.13,3303456.4",0
